ADHD	ASD	BD	MDD	SCZ
SLC9A5	0	0	0	0	0
SLC9A7P1	0	0	0	0	0
SLC9A8	0	0	0	0	0
SLC9A9	0	0	0	0	0
SLC9A9-AS1	0	0	0	0	0
SLC9B1	0	0	0	0	0
SLC9B2	0	0	0	0	0
SLC9C1	0	0	0	0	0
SLC9C2	0	0	0	0	0
SLCO1A2	0	0	0	0	0
SLCO1B1	0	0	0	0	0
SLCO1B3	0	0	0	0	0
SLCO1B7	0	0	0	0	0
SLCO1C1	0	0	0	0	0
SLCO2A1	0	0	0	0	0
SLCO2B1	0	0	0	0	0
SLCO3A1	0	0	0	0	0
SLCO4A1	0	0	0	0	0
SLCO4C1	0	0	0	0	0
SLCO5A1	0	0	0	0	0
SLCO6A1	0	0	0	0	0
SLED1	0	0	0	0	0
SLFN11	0	0	0	0	0
SLFN12	0	0	0	0	0
SLFN12L	0	0	0	0	0
SLFN13	0	0	0	0	0
SLFN14	0	0	0	0	0
SLFN5	0	0	0	0	0
SLFNL1	0	0	0	0	0
SLFNL1-AS1	0	0	0	0	0
SLIRP	0	0	0	0	0
SLIT1	0	0	0	0	0
SLIT2	0	0	0	0	0
SLIT2-IT1	0	0	0	0	0
SLIT3	0	0	0	0	0
SLITRK1	0	0	0	0	0
SLITRK3	0	0	0	0	0
SLITRK5	0	0	0	0	0
SLITRK6	0	0	0	0	0
SLK	0	0	0	0	0
SLMAP	0	0	0	0	0
SLMO1	0	0	0	0	0
SLMO2	0	0	0	0	0
SLMO2-ATP5E	0	0	0	0	0
SLN	0	0	0	0	0
SLPI	0	0	0	0	0
SLTM	0	0	0	0	0
SLU7	0	0	0	0	0
SLURP1	0	0	0	0	0
SLX1A	0	0	0	0	0
SLX1B-SULT1A4	0	0	0	0	0
SLX4	0	0	0	0	0
SLX4IP	0	0	0	0	0
SMAD1	0	0	0	0	0
SMAD2	0	0	0	0	0
SMAD3	0	0	0	0	0
SMAD4	0	0	0	0	0
SMAD5	0	0	0	0	0
SMAD5-AS1	0	0	0	0	0
SMAD6	0	0	0	0	0
SMAD7	0	0	0	0	0
SMAD9	0	0	0	0	0
SMAGP	0	0	0	0	0
SMAP1	0	0	0	0	0
SMAP2	0	0	0	0	0
SMARCA2	0	0	0	0	0
SMARCA4	0	0	0	0	0
SMARCA5	0	0	0	0	0
SMARCAD1	0	0	0	0	0
SMARCAL1	0	0	0	0	0
SMARCB1	0	0	0	0	0
SMARCC1	0	0	0	0	0
SMARCC2	0	0	0	0	0
SMARCD1	0	0	0	0	0
SMARCD2	0	0	0	0	0
SMARCD3	0	0	0	0	0
SMARCE1	0	0	0	0	0
SMC1B	0	0	0	0	0
SMC2	0	0	0	0	0
SMC3	0	0	0	0	0
SMC4	0	0	0	0	0
SMC5	0	0	0	0	0
SMC6	0	0	0	0	0
SMCHD1	0	0	0	0	0
SMCO2	0	0	0	0	0
SMCO3	0	0	0	0	0
SMCO4	0	0	0	0	0
SMCP	0	0	0	0	0
SMCR5	0	0	0	0	0
SMCR7	0	0	0	0	0
SMCR7L	0	0	0	0	0
SMCR8	0	0	0	0	0
SMCR9	0	0	0	0	0
SMDT1	0	0	0	0	0
SMEK1	0	0	0	0	0
SMEK2	0	0	0	0	0
SMG1	0	0	0	0	0
SMG1P1	0	0	0	0	0
SMG5	0	0	0	0	0
SMG6	0	0	0	0	0
SMG7	0	0	0	0	0
SMG7-AS1	0	0	0	0	0
SMG8	0	0	0	0	0
SMG9	0	0	0	0	0
SMIM1	0	0	0	0	0
SMIM11	0	0	0	0	0
SMIM12	0	0	0	0	0
SMIM13	0	0	0	0	0
SMIM14	0	0	0	0	0
SMIM15	0	0	0	0	0
SMIM17	0	0	0	0	0
SMIM18	0	0	0	0	0
SMIM19	0	0	0	0	0
SMIM2-IT1	0	0	0	0	0
SMIM20	0	0	0	0	0
SMIM21	0	0	0	0	0
SMIM3	0	0	0	0	0
SMIM4	0	0	0	0	0
SMIM5	0	0	0	0	0
SMIM6	0	0	0	0	0
SMIM7	0	0	0	0	0
SMIM8	0	0	0	0	0
SMKR1	0	0	0	0	0
SMLR1	0	0	0	0	0
SMN2	0	0	0	0	0
SMNDC1	0	0	0	0	0
SMO	0	0	0	0	0
SMOC1	0	0	0	0	0
SMOC2	0	0	0	0	0
SMOX	0	0	0	0	0
SMPD1	0	0	0	0	0
SMPD2	0	0	0	0	0
SMPD3	0	0	0	0	0
SMPD4	0	0	0	0	0
SMPDL3A	0	0	0	0	0
SMPDL3B	0	0	0	0	0
SMR3B	0	0	0	0	0
SMTN	0	0	0	0	0
SMTNL1	0	0	0	0	0
SMTNL2	0	0	0	0	0
SMU1	0	0	0	0	0
SMUG1	0	0	0	0	0
SMURF1	0	0	0	0	0
SMURF2	0	0	0	0	0
SMYD1	0	0	0	0	0
SMYD2	0	0	0	0	0
SMYD3	0	0	0	0	0
SMYD4	0	0	0	0	0
SMYD5	0	0	0	0	0
SNAI1	0	0	0	0	0
SNAI2	0	0	0	0	0
SNAI3	0	0	0	0	0
SNAI3-AS1	0	0	0	0	0
SNAP23	0	0	0	0	0
SNAP25	0	0	0	0	0
SNAP25-AS1	0	0	0	0	0
SNAP29	0	0	0	0	0
SNAP47	0	0	0	0	0
SNAP91	0	0	0	0	0
SNAPC1	0	0	0	0	0
SNAPC2	0	0	0	0	0
SNAPC3	0	0	0	0	0
SNAPC4	0	0	0	0	0
SNAPC5	0	0	0	0	0
SNAPIN	0	0	0	0	0
SNAR-A1	0	0	0	0	0
SNAR-A12	0	0	0	0	0
SNAR-B2	0	0	0	0	0
SNAR-C2	0	0	0	0	0
SNAR-C3	0	0	0	0	0
SNAR-C4	0	0	0	0	0
SNAR-D	0	0	0	0	0
SNAR-E	0	0	0	0	0
SNAR-F	0	0	0	0	0
SNAR-G1	0	0	0	0	0
SNAR-G2	0	0	0	0	0
SNAR-H	0	0	0	0	0
SNAR-I	0	0	0	0	0
SNCA	0	0	0	0	0
SNCAIP	0	0	0	0	0
SNCB	0	0	0	0	0
SNCG	0	0	0	0	0
SND1	0	0	0	0	0
SND1-IT1	0	0	0	0	0
SNED1	0	0	0	0	0
SNF8	0	0	0	0	0
SNHG1	0	0	0	0	0
SNHG10	0	0	0	0	0
SNHG11	0	0	0	0	0
SNHG12	0	0	0	0	0
SNHG15	0	0	0	0	0
SNHG16	0	0	0	0	0
SNHG17	0	0	0	0	0
SNHG5	0	0	0	0	0
SNHG6	0	0	0	0	0
SNHG7	0	0	0	0	0
SNHG8	0	0	0	0	0
SNHG9	0	0	0	0	0
SNIP1	0	0	0	0	0
SNN	0	0	0	0	0
SNORA10	0	0	0	0	0
SNORA11B	0	0	0	0	0
SNORA12	0	0	0	0	0
SNORA13	0	0	0	0	0
SNORA14A	0	0	0	0	0
SNORA14B	0	0	0	0	0
SNORA15	0	0	0	0	0
SNORA16A	0	0	0	0	0
SNORA16B	0	0	0	0	0
SNORA17	0	0	0	0	0
SNORA18	0	0	0	0	0
SNORA19	0	0	0	0	0
SNORA20	0	0	0	0	0
SNORA21	0	0	0	0	0
SNORA22	0	0	0	0	0
SNORA23	0	0	0	0	0
SNORA24	0	0	0	0	0
SNORA27	0	0	0	0	0
SNORA28	0	0	0	0	0
SNORA29	0	0	0	0	0
SNORA2A	0	0	0	0	0
SNORA2B	0	0	0	0	0
SNORA3	0	0	0	0	0
SNORA30	0	0	0	0	0
SNORA31	0	0	0	0	0
SNORA33	0	0	0	0	0
SNORA34	0	0	0	0	0
SNORA36B	0	0	0	0	0
SNORA36C	0	0	0	0	0
SNORA37	0	0	0	0	0
SNORA38B	0	0	0	0	0
SNORA39	0	0	0	0	0
SNORA4	0	0	0	0	0
SNORA40	0	0	0	0	0
SNORA41	0	0	0	0	0
SNORA42	0	0	0	0	0
SNORA43	0	0	0	0	0
SNORA44	0	0	0	0	0
SNORA45	0	0	0	0	0
SNORA46	0	0	0	0	0
SNORA47	0	0	0	0	0
SNORA48	0	0	0	0	0
SNORA49	0	0	0	0	0
SNORA50	0	0	0	0	0
SNORA51	0	0	0	0	0
SNORA52	0	0	0	0	0
SNORA53	0	0	0	0	0
SNORA54	0	0	0	0	0
SNORA55	0	0	0	0	0
SNORA57	0	0	0	0	0
SNORA58	0	0	0	0	0
SNORA59A	0	0	0	0	0
SNORA59B	0	0	0	0	0
SNORA5B	0	0	0	0	0
SNORA5C	0	0	0	0	0
SNORA6	0	0	0	0	0
SNORA61	0	0	0	0	0
SNORA62	0	0	0	0	0
SNORA63	0	0	0	0	0
SNORA64	0	0	0	0	0
SNORA65	0	0	0	0	0
SNORA66	0	0	0	0	0
SNORA67	0	0	0	0	0
SNORA68	0	0	0	0	0
SNORA70B	0	0	0	0	0
SNORA70C	0	0	0	0	0
SNORA70D	0	0	0	0	0
SNORA70E	0	0	0	0	0
SNORA70F	0	0	0	0	0
SNORA70G	0	0	0	0	0
SNORA71A	0	0	0	0	0
SNORA71B	0	0	0	0	0
SNORA71C	0	0	0	0	0
SNORA71D	0	0	0	0	0
SNORA72	0	0	0	0	0
SNORA74A	0	0	0	0	0
SNORA74B	0	0	0	0	0
SNORA75	0	0	0	0	0
SNORA76	0	0	0	0	0
SNORA77	0	0	0	0	0
SNORA78	0	0	0	0	0
SNORA79	0	0	0	0	0
SNORA7B	0	0	0	0	0
SNORA8	0	0	0	0	0
SNORA80	0	0	0	0	0
SNORA80B	0	0	0	0	0
SNORA81	0	0	0	0	0
SNORA84	0	0	0	0	0
SNORA9	0	0	0	0	0
SNORD10	0	0	0	0	0
SNORD102	0	0	0	0	0
SNORD103A	0	0	0	0	0
SNORD104	0	0	0	0	0
SNORD105	0	0	0	0	0
SNORD105B	0	0	0	0	0
SNORD109B	0	0	0	0	0
SNORD11	0	0	0	0	0
SNORD110	0	0	0	0	0
SNORD111	0	0	0	0	0
SNORD111B	0	0	0	0	0
SNORD113-1	0	0	0	0	0
SNORD113-2	0	0	0	0	0
SNORD113-4	0	0	0	0	0
SNORD113-5	0	0	0	0	0
SNORD113-6	0	0	0	0	0
SNORD113-7	0	0	0	0	0
SNORD113-9	0	0	0	0	0
SNORD114-1	0	0	0	0	0
SNORD114-10	0	0	0	0	0
SNORD114-11	0	0	0	0	0
SNORD114-12	0	0	0	0	0
SNORD114-13	0	0	0	0	0
SNORD114-14	0	0	0	0	0
SNORD114-15	0	0	0	0	0
SNORD114-16	0	0	0	0	0
SNORD114-17	0	0	0	0	0
SNORD114-18	0	0	0	0	0
SNORD114-19	0	0	0	0	0
SNORD114-2	0	0	0	0	0
SNORD114-20	0	0	0	0	0
SNORD114-21	0	0	0	0	0
SNORD114-22	0	0	0	0	0
SNORD114-23	0	0	0	0	0
SNORD114-24	0	0	0	0	0
SNORD114-25	0	0	0	0	0
SNORD114-26	0	0	0	0	0
SNORD114-27	0	0	0	0	0
SNORD114-28	0	0	0	0	0
SNORD114-29	0	0	0	0	0
SNORD114-3	0	0	0	0	0
SNORD114-30	0	0	0	0	0
SNORD114-31	0	0	0	0	0
SNORD114-4	0	0	0	0	0
SNORD114-5	0	0	0	0	0
SNORD114-6	0	0	0	0	0
SNORD114-7	0	0	0	0	0
SNORD114-8	0	0	0	0	0
SNORD114-9	0	0	0	0	0
SNORD115-1	0	0	0	0	0
SNORD115-10	0	0	0	0	0
SNORD115-11	0	0	0	0	0
SNORD115-13	0	0	0	0	0
SNORD115-14	0	0	0	0	0
SNORD115-16	0	0	0	0	0
SNORD115-17	0	0	0	0	0
SNORD115-2	0	0	0	0	0
SNORD115-22	0	0	0	0	0
SNORD115-24	0	0	0	0	0
SNORD115-25	0	0	0	0	0
SNORD115-26	0	0	0	0	0
SNORD115-27	0	0	0	0	0
SNORD115-28	0	0	0	0	0
SNORD115-3	0	0	0	0	0
SNORD115-30	0	0	0	0	0
SNORD115-31	0	0	0	0	0
SNORD115-32	0	0	0	0	0
SNORD115-33	0	0	0	0	0
SNORD115-35	0	0	0	0	0
SNORD115-37	0	0	0	0	0
SNORD115-38	0	0	0	0	0
SNORD115-39	0	0	0	0	0
SNORD115-4	0	0	0	0	0
SNORD115-40	0	0	0	0	0
SNORD115-41	0	0	0	0	0
SNORD115-44	0	0	0	0	0
SNORD115-45	0	0	0	0	0
SNORD115-47	0	0	0	0	0
SNORD115-48	0	0	0	0	0
SNORD115-5	0	0	0	0	0
SNORD115-6	0	0	0	0	0
SNORD115-7	0	0	0	0	0
SNORD115-8	0	0	0	0	0
SNORD115-9	0	0	0	0	0
SNORD116-1	0	0	0	0	0
SNORD116-10	0	0	0	0	0
SNORD116-11	0	0	0	0	0
SNORD116-12	0	0	0	0	0
SNORD116-13	0	0	0	0	0
SNORD116-15	0	0	0	0	0
SNORD116-16	0	0	0	0	0
SNORD116-18	0	0	0	0	0
SNORD116-19	0	0	0	0	0
SNORD116-2	0	0	0	0	0
SNORD116-20	0	0	0	0	0
SNORD116-22	0	0	0	0	0
SNORD116-23	0	0	0	0	0
SNORD116-24	0	0	0	0	0
SNORD116-25	0	0	0	0	0
SNORD116-26	0	0	0	0	0
SNORD116-28	0	0	0	0	0
SNORD116-29	0	0	0	0	0
SNORD116-3	0	0	0	0	0
SNORD116-4	0	0	0	0	0
SNORD116-5	0	0	0	0	0
SNORD116-8	0	0	0	0	0
SNORD119	0	0	0	0	0
SNORD11B	0	0	0	0	0
SNORD12	0	0	0	0	0
SNORD121A	0	0	0	0	0
SNORD121B	0	0	0	0	0
SNORD123	0	0	0	0	0
SNORD124	0	0	0	0	0
SNORD126	0	0	0	0	0
SNORD127	0	0	0	0	0
SNORD12B	0	0	0	0	0
SNORD12C	0	0	0	0	0
SNORD15A	0	0	0	0	0
SNORD15B	0	0	0	0	0
SNORD16	0	0	0	0	0
SNORD17	0	0	0	0	0
SNORD18A	0	0	0	0	0
SNORD18B	0	0	0	0	0
SNORD18C	0	0	0	0	0
SNORD19	0	0	0	0	0
SNORD19B	0	0	0	0	0
SNORD1A	0	0	0	0	0
SNORD1B	0	0	0	0	0
SNORD1C	0	0	0	0	0
SNORD2	0	0	0	0	0
SNORD20	0	0	0	0	0
SNORD21	0	0	0	0	0
SNORD22	0	0	0	0	0
SNORD23	0	0	0	0	0
SNORD24	0	0	0	0	0
SNORD25	0	0	0	0	0
SNORD26	0	0	0	0	0
SNORD27	0	0	0	0	0
SNORD28	0	0	0	0	0
SNORD29	0	0	0	0	0
SNORD30	0	0	0	0	0
SNORD31	0	0	0	0	0
SNORD32A	0	0	0	0	0
SNORD33	0	0	0	0	0
SNORD34	0	0	0	0	0
SNORD35A	0	0	0	0	0
SNORD35B	0	0	0	0	0
SNORD36A	0	0	0	0	0
SNORD36B	0	0	0	0	0
SNORD36C	0	0	0	0	0
SNORD37	0	0	0	0	0
SNORD38A	0	0	0	0	0
SNORD38B	0	0	0	0	0
SNORD41	0	0	0	0	0
SNORD42A	0	0	0	0	0
SNORD42B	0	0	0	0	0
SNORD43	0	0	0	0	0
SNORD44	0	0	0	0	0
SNORD45A	0	0	0	0	0
SNORD45B	0	0	0	0	0
SNORD45C	0	0	0	0	0
SNORD46	0	0	0	0	0
SNORD47	0	0	0	0	0
SNORD49A	0	0	0	0	0
SNORD49B	0	0	0	0	0
SNORD4A	0	0	0	0	0
SNORD4B	0	0	0	0	0
SNORD5	0	0	0	0	0
SNORD50A	0	0	0	0	0
SNORD50B	0	0	0	0	0
SNORD51	0	0	0	0	0
SNORD53	0	0	0	0	0
SNORD54	0	0	0	0	0
SNORD55	0	0	0	0	0
SNORD56B	0	0	0	0	0
SNORD58A	0	0	0	0	0
SNORD58B	0	0	0	0	0
SNORD58C	0	0	0	0	0
SNORD59A	0	0	0	0	0
SNORD59B	0	0	0	0	0
SNORD60	0	0	0	0	0
SNORD62A	0	0	0	0	0
SNORD63	0	0	0	0	0
SNORD65	0	0	0	0	0
SNORD66	0	0	0	0	0
SNORD67	0	0	0	0	0
SNORD68	0	0	0	0	0
SNORD69	0	0	0	0	0
SNORD7	0	0	0	0	0
SNORD70	0	0	0	0	0
SNORD71	0	0	0	0	0
SNORD72	0	0	0	0	0
SNORD73A	0	0	0	0	0
SNORD74	0	0	0	0	0
SNORD75	0	0	0	0	0
SNORD76	0	0	0	0	0
SNORD77	0	0	0	0	0
SNORD78	0	0	0	0	0
SNORD79	0	0	0	0	0
SNORD8	0	0	0	0	0
SNORD80	0	0	0	0	0
SNORD81	0	0	0	0	0
SNORD82	0	0	0	0	0
SNORD85	0	0	0	0	0
SNORD87	0	0	0	0	0
SNORD88A	0	0	0	0	0
SNORD88B	0	0	0	0	0
SNORD88C	0	0	0	0	0
SNORD89	0	0	0	0	0
SNORD9	0	0	0	0	0
SNORD90	0	0	0	0	0
SNORD91A	0	0	0	0	0
SNORD91B	0	0	0	0	0
SNORD92	0	0	0	0	0
SNORD93	0	0	0	0	0
SNORD94	0	0	0	0	0
SNORD95	0	0	0	0	0
SNORD96A	0	0	0	0	0
SNORD97	0	0	0	0	0
SNORD98	0	0	0	0	0
SNORD99	0	0	0	0	0
SNPH	0	0	0	0	0
SNRK	0	0	0	0	0
SNRK-AS1	0	0	0	0	0
SNRNP200	0	0	0	0	0
SNRNP25	0	0	0	0	0
SNRNP27	0	0	0	0	0
SNRNP35	0	0	0	0	0
SNRNP40	0	0	0	0	0
SNRNP48	0	0	0	0	0
SNRNP70	0	0	0	0	0
SNRPA	0	0	0	0	0
SNRPA1	0	0	0	0	0
SNRPB	0	0	0	0	0
SNRPB2	0	0	0	0	0
SNRPC	0	0	0	0	0
SNRPD1	0	0	0	0	0
SNRPD2	0	0	0	0	0
SNRPD2P2	0	0	0	0	0
SNRPD3	0	0	0	0	0
SNRPE	0	0	0	0	0
SNRPF	0	0	0	0	0
SNRPG	0	0	0	0	0
SNRPN	0	0	0	0	0
SNTA1	0	0	0	0	0
SNTB1	0	0	0	0	0
SNTB2	0	0	0	0	0
SNTG1	0	0	0	0	0
SNTG2	0	0	0	0	0
SNTN	0	0	0	0	0
SNUPN	0	0	0	0	0
SNURF	0	0	0	0	0
SNW1	0	0	0	0	0
SNX1	0	0	0	0	0
SNX10	0	0	0	0	0
SNX11	0	0	0	0	0
SNX13	0	0	0	0	0
SNX14	0	0	0	0	0
SNX16	0	0	0	0	0
SNX17	0	0	0	0	0
SNX18	0	0	0	0	0
SNX19	0	0	0	0	0
SNX2	0	0	0	0	0
SNX20	0	0	0	0	0
SNX21	0	0	0	0	0
SNX22	0	0	0	0	0
SNX24	0	0	0	0	0
SNX25	0	0	0	0	0
SNX27	0	0	0	0	0
SNX29	0	0	0	0	0
SNX29P1	0	0	0	0	0
SNX29P2	0	0	0	0	0
SNX3	0	0	0	0	0
SNX30	0	0	0	0	0
SNX31	0	0	0	0	0
SNX32	0	0	0	0	0
SNX33	0	0	0	0	0
SNX4	0	0	0	0	0
SNX5	0	0	0	0	0
SNX6	0	0	0	0	0
SNX7	0	0	0	0	0
SNX8	0	0	0	0	0
SNX9	0	0	0	0	0
SOAT1	0	0	0	0	0
SOAT2	0	0	0	0	0
SOBP	0	0	0	0	0
SOCS1	0	0	0	0	0
SOCS2	0	0	0	0	0
SOCS2-AS1	0	0	0	0	0
SOCS3	0	0	0	0	0
SOCS4	0	0	0	0	0
SOCS5	0	0	0	0	0
SOCS6	0	0	0	0	0
SOCS7	0	0	0	0	0
SOD1	0	0	0	0	0
SOD2	0	0	0	0	0
SOD3	0	0	0	0	0
SOGA1	0	0	0	0	0
SOGA2	0	0	0	0	0
SOGA3	0	0	0	0	0
SOHLH1	0	0	0	0	0
SOLH	0	0	0	0	0
SON	0	0	0	0	0
SORBS1	0	0	0	0	0
SORBS2	0	0	0	0	0
SORBS3	0	0	0	0	0
SORCS1	0	0	0	0	0
SORCS2	0	0	1	0	0
SORCS3	0	0	0	0	0
SORD	0	0	0	0	0
SORL1	0	0	0	0	0
SORT1	0	0	0	0	0
SOS1	0	0	0	0	0
SOS2	0	0	0	0	0
SOST	0	0	0	0	0
SOSTDC1	0	0	0	0	0
SOWAHA	0	0	0	0	0
SOWAHB	0	0	0	0	0
SOWAHC	0	0	0	0	0
SOX1	0	0	0	0	0
SOX10	0	0	0	0	0
SOX11	0	0	0	0	0
SOX12	0	0	0	0	0
SOX13	0	0	0	0	0
SOX14	0	0	0	0	0
SOX15	0	0	0	0	0
SOX17	0	0	0	0	0
SOX18	0	0	0	0	0
SOX2	0	0	0	0	0
SOX2-OT	0	0	0	0	0
SOX21	0	0	0	0	0
SOX30	0	0	0	0	0
SOX4	0	0	0	0	0
SOX5	0	0	0	0	0
SOX6	0	0	0	0	0
SOX7	0	0	0	0	0
SOX8	0	0	0	0	0
SOX9	0	0	0	0	0
SP1	0	0	0	0	0
SP100	0	0	0	0	0
SP110	0	0	0	0	0
SP140	0	0	0	0	0
SP140L	0	0	0	0	0
SP2	0	0	0	0	0
SP3	0	0	0	0	0
SP4	0	0	0	0	0
SP5	0	0	0	0	0
SP6	0	0	0	0	0
SP7	0	0	0	0	0
SP8	0	0	0	0	0
SP9	0	0	0	0	0
SPA17	0	0	0	0	0
SPACA1	0	0	0	0	0
SPACA3	0	0	0	0	0
SPACA4	0	0	0	0	0
SPACA7	0	0	0	0	0
SPAG1	0	0	0	0	0
SPAG11A	0	0	0	0	0
SPAG11B	0	0	0	0	0
SPAG16	0	0	0	0	0
SPAG17	0	0	0	0	0
SPAG4	0	0	0	0	0
SPAG5	0	0	0	0	0
SPAG5-AS1	0	0	0	0	0
SPAG6	0	0	0	0	0
SPAG7	0	0	0	0	0
SPAG8	0	0	0	0	0
SPAG9	0	0	0	0	0
SPAM1	0	0	0	0	0
SPARC	0	0	0	0	0
SPARCL1	0	0	0	0	0
SPAST	0	0	0	0	0
SPATA12	0	0	0	0	0
SPATA13	0	0	0	0	0
SPATA13-AS1	0	0	0	0	0
SPATA16	0	0	0	0	0
SPATA17	0	0	0	0	0
SPATA18	0	0	0	0	0
SPATA19	0	0	0	0	0
SPATA2	0	0	0	0	0
SPATA20	0	0	0	0	0
SPATA21	0	0	0	0	0
SPATA22	0	0	0	0	0
SPATA24	0	0	0	0	0
SPATA25	0	0	0	0	0
SPATA2L	0	0	0	0	0
SPATA3	0	0	0	0	0
SPATA31A2	0	0	0	0	0
SPATA31C1	0	0	0	0	0
SPATA31C2	0	0	0	0	0
SPATA31D1	0	0	0	0	0
SPATA31D3	0	0	0	0	0
SPATA31D4	0	0	0	0	0
SPATA31D5P	0	0	0	0	0
SPATA31E1	0	0	0	0	0
SPATA32	0	0	0	0	0
SPATA4	0	0	0	0	0
SPATA41	0	0	0	0	0
SPATA42	0	0	0	0	0
SPATA5	0	0	0	0	0
SPATA5L1	0	0	0	0	0
SPATA6	0	0	0	0	0
SPATA6L	0	0	0	0	0
SPATA7	0	0	0	0	0
SPATA8	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0
SPATA9	0	0	0	0	0
SPATC1	0	0	0	0	0
SPATC1L	0	0	0	0	0
SPATS1	0	0	0	0	0
SPATS2	0	0	0	0	0
SPATS2L	0	0	0	0	0
SPC24	0	0	0	0	0
SPC25	0	0	0	0	0
SPCS1	0	0	0	0	0
SPCS2	0	0	0	0	0
SPCS3	0	0	0	0	0
SPDEF	0	0	0	0	0
SPDL1	0	0	0	0	0
SPDYA	0	0	0	0	0
SPDYC	0	0	0	0	0
SPDYE1	0	0	0	0	0
SPDYE3	0	0	0	0	0
SPDYE4	0	0	0	0	0
SPDYE5	0	0	0	0	0
SPDYE6	0	0	0	0	0
SPDYE7P	0	0	0	0	0
SPECC1	0	0	0	0	0
SPECC1L	0	0	0	0	0
SPEF1	0	0	0	0	0
SPEF2	0	0	0	0	0
SPEG	0	0	0	0	0
SPEM1	0	0	0	0	0
SPEN	0	0	0	0	0
SPERT	0	0	0	0	0
SPG11	0	0	0	0	0
SPG20	0	0	0	0	0
SPG20OS	0	0	0	0	0
SPG21	0	0	0	0	0
SPG7	0	0	0	0	0
SPHAR	0	0	0	0	0
SPHK1	0	0	0	0	0
SPHK2	0	0	0	0	0
SPHKAP	0	0	0	0	0
SPI1	0	0	0	0	0
SPIB	0	0	0	0	0
SPIC	0	0	0	0	0
SPICE1	0	0	0	0	0
SPIN1	0	0	0	0	0
SPINK1	0	0	0	0	0
SPINK13	0	0	0	0	0
SPINK14	0	0	0	0	0
SPINK2	0	0	0	0	0
SPINK4	0	0	0	0	0
SPINK5	0	0	0	0	0
SPINK6	0	0	0	0	0
SPINK7	0	0	0	0	0
SPINK8	0	0	0	0	0
SPINK9	0	0	0	0	0
SPINT1	0	0	0	0	0
SPINT2	0	0	0	0	0
SPINT3	0	0	0	0	0
SPINT4	0	0	0	0	0
SPIRE1	0	0	0	0	0
SPIRE2	0	0	0	0	0
SPN	0	0	0	0	0
SPNS1	0	0	0	0	0
SPNS2	0	0	0	0	0
SPNS3	0	0	0	0	0
SPO11	0	0	0	0	0
SPOCD1	0	0	0	0	0
SPOCK1	0	0	0	0	0
SPOCK2	0	0	0	0	0
SPOCK3	0	0	0	0	0
SPON1	0	0	0	0	0
SPON2	0	0	0	0	0
SPOP	0	0	0	0	0
SPOPL	0	0	0	0	0
SPP1	0	0	0	0	0
SPP2	0	0	0	0	0
SPPL2A	0	0	0	0	0
SPPL2B	0	0	0	0	0
SPPL2C	0	0	0	0	0
SPPL3	0	0	0	0	0
SPR	0	0	0	0	0
SPRED1	0	0	0	0	0
SPRED2	0	0	0	0	0
SPRED3	0	0	0	0	0
SPRN	0	0	0	0	0
SPRNP1	0	0	0	0	0
SPRR1A	0	0	0	0	0
SPRR1B	0	0	0	0	0
SPRR2A	0	0	0	0	0
SPRR2B	0	0	0	0	0
SPRR2C	0	0	0	0	0
SPRR2D	0	0	0	0	0
SPRR2E	0	0	0	0	0
SPRR2F	0	0	0	0	0
SPRR2G	0	0	0	0	0
SPRR3	0	0	0	0	0
SPRR4	0	0	0	0	0
SPRTN	0	0	0	0	0
SPRY1	0	0	0	0	0
SPRY2	0	0	0	0	0
SPRY4	0	0	0	0	0
SPRYD3	0	0	0	0	0
SPRYD4	0	0	0	0	0
SPRYD7	0	0	0	0	0
SPSB1	0	0	0	0	0
SPSB2	0	0	0	0	0
SPSB3	0	0	0	0	0
SPSB4	0	0	0	0	0
SPTA1	0	0	0	0	0
SPTAN1	0	0	0	0	0
SPTB	0	0	0	0	0
SPTBN1	0	0	0	0	0
SPTBN2	0	0	0	0	0
SPTBN4	0	0	0	0	0
SPTBN5	0	0	0	0	0
SPTLC1	0	0	0	0	0
SPTLC2	0	0	0	0	0
SPTLC3	0	0	0	0	0
SPTSSA	0	0	0	0	0
SPTSSB	0	0	0	0	0
SPTY2D1	0	0	0	0	0
SPTY2D1-AS1	0	0	0	0	0
SPZ1	0	0	0	0	0
SQLE	0	0	0	0	0
SQRDL	0	0	0	0	0
SQSTM1	0	0	0	0	0
SRA1	0	0	0	0	0
SRBD1	0	0	0	0	0
SRC	0	0	0	0	0
SRCAP	0	0	0	0	0
SRCIN1	0	0	0	0	0
SRCRB4D	0	0	0	0	0
SRD5A1	0	0	0	0	0
SRD5A2	0	0	0	0	0
SRD5A3	0	0	0	0	0
SRD5A3-AS1	0	0	0	0	0
SREBF1	0	0	0	0	0
SREBF2	0	0	0	0	0
SREK1	0	0	0	0	0
SREK1IP1	0	0	0	0	0
SRF	0	0	0	0	0
SRFBP1	0	0	0	0	0
SRGAP1	0	0	0	0	0
SRGAP2	0	0	0	0	0
SRGAP2D	0	0	0	0	0
SRGAP3	0	0	0	0	0
SRGAP3-AS3	0	0	0	0	0
SRGN	0	0	0	0	0
SRI	0	0	0	0	0
SRL	0	0	0	0	0
SRM	0	0	0	0	0
SRMS	0	0	0	0	0
SRP14	0	0	0	0	0
SRP14-AS1	0	0	0	0	0
SRP19	0	0	0	0	0
SRP54	0	0	0	0	0
